Gaps of 0s and 1s (Length, Start Position, Gap Type):
Gap Type: 1, Length: 1, Start Position: X8334
Gap Type: 1, Length: 3, Start Position: X8337
Gap Type: 1, Length: 3, Start Position: X8341
Gap Type: 1, Length: 2, Start Position: X8347
Gap Type: 1, Length: 1, Start Position: X8350
Gap Type: 1, Length: 1, Start Position: X8352
Gap Type: 1, Length: 1, Start Position: X8354
Gap Type: 1, Length: 2, Start Position: X8356
Gap Type: 1, Length: 1, Start Position: X8359
Gap Type: 1, Length: 3, Start Position: X8362
Gap Type: 1, Length: 1, Start Position: X8366
Gap Type: 1, Length: 2, Start Position: X8369
Gap Type: 1, Length: 1, Start Position: X8372
Gap Type: 1, Length: 2, Start Position: X8377
Gap Type: 1, Length: 3, Start Position: X8380
Gap Type: 1, Length: 2, Start Position: X8385
Gap Type: 1, Length: 1, Start Position: X8388
Gap Type: 1, Length: 1, Start Position: X8392
Gap Type: 1, Length: 1, Start Position: X8394
Gap Type: 1, Length: 1, Start Position: X8396
Gap Type: 1, Length: 2, Start Position: X8402
Gap Type: 1, Length: 5, Start Position: X8406
Gap Type: 1, Length: 1, Start Position: X8412
Gap Type: 1, Length: 1, Start Position: X8414
Gap Type: 1, Length: 2, Start Position: X8416
Gap Type: 1, Length: 1, Start Position: X8419
Gap Type: 1, Length: 3, Start Position: X8423
Gap Type: 1, Length: 1, Start Position: X8429
Gap Type: 1, Length: 4, Start Position: X8431
Gap Type: 1, Length: 1, Start Position: X8436
Gap Type: 1, Length: 2, Start Position: X8440
Gap Type: 1, Length: 1, Start Position: X8443
Gap Type: 1, Length: 1, Start Position: X8445
Gap Type: 1, Length: 2, Start Position: X8448
Gap Type: 1, Length: 2, Start Position: X8451
Gap Type: 1, Length: 2, Start Position: X8456
Gap Type: 1, Length: 1, Start Position: X8459
Gap Type: 1, Length: 1, Start Position: X8463
Gap Type: 1, Length: 4, Start Position: X8465
Gap Type: 1, Length: 1, Start Position: X8472
Gap Type: 1, Length: 2, Start Position: X8475
Gap Type: 1, Length: 1, Start Position: X8478
Gap Type: 1, Length: 3, Start Position: X8486
Gap Type: 1, Length: 3, Start Position: X8491
Gap Type: 1, Length: 1, Start Position: X8498
Gap Type: 1, Length: 1, Start Position: X8500
Gap Type: 1, Length: 1, Start Position: X8502
Gap Type: 1, Length: 3, Start Position: X8505
Gap Type: 1, Length: 1, Start Position: X8510
Gap Type: 1, Length: 2, Start Position: X8512
Gap Type: 1, Length: 1, Start Position: X8517
Gap Type: 1, Length: 2, Start Position: X8519
Gap Type: 1, Length: 1, Start Position: X8522
Gap Type: 1, Length: 1, Start Position: X8525
Gap Type: 1, Length: 2, Start Position: X8527
Gap Type: 1, Length: 1, Start Position: X8531
Gap Type: 1, Length: 7, Start Position: X8533
Gap Type: 1, Length: 4, Start Position: X8545
Gap Type: 1, Length: 1, Start Position: X8551
Gap Type: 1, Length: 1, Start Position: X8554
Gap Type: 1, Length: 2, Start Position: X8556
Gap Type: 1, Length: 1, Start Position: X8559
Gap Type: 1, Length: 1, Start Position: X8561
Gap Type: 1, Length: 2, Start Position: X8564
Gap Type: 1, Length: 2, Start Position: X8574
Gap Type: 1, Length: 2, Start Position: X8577
Gap Type: 1, Length: 4, Start Position: X8582
Gap Type: 1, Length: 1, Start Position: X8588
Gap Type: 1, Length: 1, Start Position: X8590
Gap Type: 1, Length: 1, Start Position: X8592
Gap Type: 1, Length: 1, Start Position: X8594
Gap Type: 1, Length: 1, Start Position: X8599
Gap Type: 1, Length: 5, Start Position: X8601
Gap Type: 1, Length: 2, Start Position: X8607
Gap Type: 1, Length: 1, Start Position: X8610
Gap Type: 1, Length: 1, Start Position: X8614
Gap Type: 1, Length: 1, Start Position: X8616
Gap Type: 1, Length: 3, Start Position: X8621
Gap Type: 1, Length: 1, Start Position: X8627
Gap Type: 1, Length: 2, Start Position: X8629
Gap Type: 1, Length: 4, Start Position: X8632
Gap Type: 1, Length: 2, Start Position: X8638
Gap Type: 1, Length: 1, Start Position: X8642
Gap Type: 1, Length: 1, Start Position: X8644
Gap Type: 1, Length: 1, Start Position: X8647
Gap Type: 1, Length: 1, Start Position: X8651
Gap Type: 1, Length: 1, Start Position: X8655
Gap Type: 1, Length: 1, Start Position: X8657
Gap Type: 1, Length: 2, Start Position: X8659
Gap Type: 1, Length: 3, Start Position: X8669
Gap Type: 1, Length: 2, Start Position: X8675
Gap Type: 1, Length: 1, Start Position: X8678
Gap Type: 1, Length: 2, Start Position: X8680
Gap Type: 1, Length: 2, Start Position: X8683
Gap Type: 1, Length: 2, Start Position: X8690
Gap Type: 1, Length: 1, Start Position: X8693
Gap Type: 1, Length: 1, Start Position: X8696
Gap Type: 1, Length: 1, Start Position: X8700
Gap Type: 1, Length: 2, Start Position: X8702
Gap Type: 1, Length: 1, Start Position: X8705
Gap Type: 1, Length: 1, Start Position: X8707
Gap Type: 1, Length: 3, Start Position: X8714
Gap Type: 1, Length: 1, Start Position: X8721
Gap Type: 1, Length: 1, Start Position: X8725
Gap Type: 1, Length: 1, Start Position: X8727
Gap Type: 1, Length: 1, Start Position: X8731
Gap Type: 1, Length: 6, Start Position: X8733
Gap Type: 1, Length: 1, Start Position: X8741
Gap Type: 1, Length: 1, Start Position: X8743
Gap Type: 1, Length: 3, Start Position: X8745
Gap Type: 1, Length: 2, Start Position: X8749
Gap Type: 1, Length: 1, Start Position: X8753
Gap Type: 1, Length: 1, Start Position: X8756
Gap Type: 1, Length: 1, Start Position: X8759
Gap Type: 1, Length: 1, Start Position: X8762
Gap Type: 1, Length: 1, Start Position: X8766
Gap Type: 1, Length: 3, Start Position: X8768
Gap Type: 1, Length: 1, Start Position: X8776
Gap Type: 1, Length: 2, Start Position: X8779
Gap Type: 1, Length: 3, Start Position: X8782
Gap Type: 1, Length: 3, Start Position: X8786
Gap Type: 1, Length: 1, Start Position: X8791
Gap Type: 1, Length: 2, Start Position: X8794
Gap Type: 1, Length: 1, Start Position: X8797
Gap Type: 1, Length: 1, Start Position: X8799
Gap Type: 1, Length: 1, Start Position: X8806
Gap Type: 1, Length: 2, Start Position: X8808
Gap Type: 1, Length: 2, Start Position: X8811
Gap Type: 1, Length: 1, Start Position: X8814
Gap Type: 1, Length: 2, Start Position: X8816
Gap Type: 1, Length: 2, Start Position: X8819
Gap Type: 1, Length: 1, Start Position: X8822
Gap Type: 1, Length: 1, Start Position: X8824
Gap Type: 1, Length: 1, Start Position: X8826
Gap Type: 1, Length: 1, Start Position: X8828
Gap Type: 1, Length: 2, Start Position: X8834
Gap Type: 1, Length: 3, Start Position: X8837
Gap Type: 1, Length: 2, Start Position: X8842
Gap Type: 1, Length: 2, Start Position: X8845
Gap Type: 1, Length: 1, Start Position: X8848
Gap Type: 1, Length: 2, Start Position: X8851
Gap Type: 1, Length: 1, Start Position: X8854
Gap Type: 1, Length: 1, Start Position: X8857
Gap Type: 1, Length: 2, Start Position: X8859
Gap Type: 1, Length: 2, Start Position: X8864
Gap Type: 1, Length: 1, Start Position: X8867
Gap Type: 1, Length: 5, Start Position: X8870
Gap Type: 1, Length: 3, Start Position: X8879
Gap Type: 1, Length: 1, Start Position: X8883
Gap Type: 1, Length: 1, Start Position: X8885
Gap Type: 1, Length: 1, Start Position: X8889
Gap Type: 1, Length: 2, Start Position: X8892
Gap Type: 1, Length: 1, Start Position: X8899
Gap Type: 1, Length: 1, Start Position: X8902
Gap Type: 1, Length: 1, Start Position: X8905
Gap Type: 1, Length: 1, Start Position: X8909
Gap Type: 1, Length: 2, Start Position: X8911
Gap Type: 1, Length: 2, Start Position: X8914
Gap Type: 1, Length: 1, Start Position: X8919
Gap Type: 1, Length: 1, Start Position: X8924
Gap Type: 1, Length: 1, Start Position: X8927
Gap Type: 1, Length: 4, Start Position: X8929
Gap Type: 1, Length: 2, Start Position: X8934
Gap Type: 1, Length: 1, Start Position: X8937
Gap Type: 1, Length: 1, Start Position: X8942
Gap Type: 1, Length: 1, Start Position: X8945
Gap Type: 1, Length: 1, Start Position: X8947
Gap Type: 1, Length: 3, Start Position: X8951
Gap Type: 1, Length: 2, Start Position: X8955
Gap Type: 1, Length: 1, Start Position: X8961
Gap Type: 1, Length: 2, Start Position: X8963
Gap Type: 1, Length: 1, Start Position: X8968
Gap Type: 1, Length: 3, Start Position: X8972
Gap Type: 1, Length: 1, Start Position: X8976
Gap Type: 1, Length: 2, Start Position: X8981
Gap Type: 1, Length: 3, Start Position: X8984
Gap Type: 1, Length: 3, Start Position: X8989
Gap Type: 1, Length: 1, Start Position: X8994
Gap Type: 1, Length: 2, Start Position: X8997
Gap Type: 1, Length: 1, Start Position: X9002
Gap Type: 1, Length: 2, Start Position: X9004
Gap Type: 1, Length: 1, Start Position: X9009
Gap Type: 1, Length: 1, Start Position: X9013
Gap Type: 1, Length: 1, Start Position: X9017
Gap Type: 1, Length: 1, Start Position: X9019
Gap Type: 1, Length: 4, Start Position: X9022
Gap Type: 1, Length: 1, Start Position: X9027
Gap Type: 1, Length: 1, Start Position: X9029
Gap Type: 1, Length: 3, Start Position: X9031
Gap Type: 1, Length: 1, Start Position: X9039
Gap Type: 1, Length: 1, Start Position: X9041
Gap Type: 1, Length: 3, Start Position: X9044
Gap Type: 1, Length: 3, Start Position: X9048
Gap Type: 1, Length: 1, Start Position: X9052
Gap Type: 1, Length: 1, Start Position: X9057
Gap Type: 1, Length: 1, Start Position: X9059
Gap Type: 1, Length: 9, Start Position: X9064
Gap Type: 1, Length: 5, Start Position: X9075
Gap Type: 1, Length: 1, Start Position: X9084
Gap Type: 1, Length: 2, Start Position: X9086
Gap Type: 1, Length: 1, Start Position: X9092
Gap Type: 1, Length: 1, Start Position: X9094
Gap Type: 1, Length: 1, Start Position: X9101
Gap Type: 1, Length: 2, Start Position: X9103
Gap Type: 1, Length: 2, Start Position: X9106
Gap Type: 1, Length: 1, Start Position: X9110
Gap Type: 1, Length: 1, Start Position: X9114
Gap Type: 1, Length: 1, Start Position: X9116
Gap Type: 1, Length: 4, Start Position: X9118
Gap Type: 1, Length: 6, Start Position: X9124
Gap Type: 1, Length: 1, Start Position: X9131
Gap Type: 1, Length: 3, Start Position: X9133
Gap Type: 1, Length: 2, Start Position: X9137
Gap Type: 1, Length: 4, Start Position: X9140
Gap Type: 1, Length: 2, Start Position: X9149
Gap Type: 1, Length: 1, Start Position: X9155
Gap Type: 1, Length: 1, Start Position: X9157
Gap Type: 1, Length: 2, Start Position: X9159
Gap Type: 1, Length: 1, Start Position: X9162
Gap Type: 1, Length: 1, Start Position: X9165
Gap Type: 1, Length: 2, Start Position: X9167
Gap Type: 1, Length: 4, Start Position: X9172
Gap Type: 1, Length: 1, Start Position: X9178
Gap Type: 1, Length: 1, Start Position: X9180
Gap Type: 1, Length: 1, Start Position: X9182
Gap Type: 1, Length: 2, Start Position: X9186
Gap Type: 1, Length: 4, Start Position: X9189
Gap Type: 1, Length: 4, Start Position: X9194
Gap Type: 1, Length: 1, Start Position: X9199
Gap Type: 1, Length: 3, Start Position: X9201
Gap Type: 1, Length: 1, Start Position: X9205
Gap Type: 1, Length: 1, Start Position: X9209
Gap Type: 1, Length: 3, Start Position: X9212
Gap Type: 1, Length: 1, Start Position: X9217
Gap Type: 1, Length: 1, Start Position: X9219
Gap Type: 1, Length: 1, Start Position: X9223
Gap Type: 1, Length: 3, Start Position: X9225
Gap Type: 1, Length: 2, Start Position: X9233
Gap Type: 1, Length: 3, Start Position: X9238
Gap Type: 1, Length: 12, Start Position: X9242
Gap Type: 1, Length: 2, Start Position: X9255
Gap Type: 1, Length: 4, Start Position: X9258
Gap Type: 1, Length: 1, Start Position: X9263
Gap Type: 1, Length: 5, Start Position: X9265
Gap Type: 1, Length: 2, Start Position: X9271
Gap Type: 1, Length: 1, Start Position: X9274
Gap Type: 1, Length: 2, Start Position: X9279
Gap Type: 1, Length: 2, Start Position: X9283
Gap Type: 1, Length: 5, Start Position: X9288
Gap Type: 1, Length: 1, Start Position: X9297
Gap Type: 1, Length: 1, Start Position: X9299
Gap Type: 1, Length: 5, Start Position: X9301
Gap Type: 1, Length: 2, Start Position: X9307
Gap Type: 1, Length: 2, Start Position: X9310
Gap Type: 1, Length: 3, Start Position: X9314
Gap Type: 1, Length: 1, Start Position: X9318
Gap Type: 1, Length: 1, Start Position: X9320
Gap Type: 1, Length: 1, Start Position: X9323
Gap Type: 1, Length: 1, Start Position: X9325
Gap Type: 1, Length: 1, Start Position: X9328
Gap Type: 1, Length: 5, Start Position: X9335
Gap Type: 1, Length: 1, Start Position: X9341
Gap Type: 1, Length: 2, Start Position: X9345
Gap Type: 1, Length: 3, Start Position: X9349
Gap Type: 1, Length: 3, Start Position: X9354
Gap Type: 1, Length: 1, Start Position: X9360
Gap Type: 1, Length: 1, Start Position: X9363
Gap Type: 1, Length: 1, Start Position: X9365
Gap Type: 1, Length: 2, Start Position: X9369
Gap Type: 1, Length: 1, Start Position: X9376
Gap Type: 1, Length: 3, Start Position: X9381
Gap Type: 1, Length: 3, Start Position: X9385
Gap Type: 1, Length: 1, Start Position: X9389
Gap Type: 1, Length: 2, Start Position: X9392
Gap Type: 1, Length: 1, Start Position: X9396
Gap Type: 1, Length: 3, Start Position: X9398
Gap Type: 1, Length: 1, Start Position: X9402
Gap Type: 1, Length: 3, Start Position: X9406
Gap Type: 1, Length: 4, Start Position: X9410
Gap Type: 1, Length: 1, Start Position: X9415
Gap Type: 1, Length: 1, Start Position: X9419
Gap Type: 1, Length: 2, Start Position: X9421
Gap Type: 1, Length: 1, Start Position: X9426
Gap Type: 1, Length: 1, Start Position: X9428
Gap Type: 1, Length: 1, Start Position: X9430
Gap Type: 1, Length: 3, Start Position: X9432
Gap Type: 1, Length: 2, Start Position: X9436
Gap Type: 1, Length: 4, Start Position: X9439
Gap Type: 1, Length: 1, Start Position: X9447
Gap Type: 1, Length: 1, Start Position: X9450
Gap Type: 1, Length: 2, Start Position: X9453
Gap Type: 1, Length: 1, Start Position: X9456
Gap Type: 1, Length: 1, Start Position: X9459
Gap Type: 1, Length: 1, Start Position: X9461
Gap Type: 1, Length: 1, Start Position: X9463
Gap Type: 1, Length: 2, Start Position: X9465
Gap Type: 1, Length: 2, Start Position: X9468
Gap Type: 1, Length: 2, Start Position: X9471
Gap Type: 1, Length: 2, Start Position: X9476
Gap Type: 1, Length: 5, Start Position: X9479
Gap Type: 1, Length: 1, Start Position: X9489
Gap Type: 1, Length: 1, Start Position: X9491
Gap Type: 1, Length: 1, Start Position: X9495
Gap Type: 1, Length: 2, Start Position: X9497
Gap Type: 1, Length: 1, Start Position: X9501
Gap Type: 1, Length: 3, Start Position: X9503
Gap Type: 1, Length: 1, Start Position: X9507
Gap Type: 1, Length: 2, Start Position: X9509
Gap Type: 1, Length: 2, Start Position: X9515
Gap Type: 1, Length: 1, Start Position: X9518
Gap Type: 1, Length: 1, Start Position: X9521
Gap Type: 1, Length: 5, Start Position: X9526
Gap Type: 1, Length: 1, Start Position: X9532
Gap Type: 1, Length: 3, Start Position: X9534
Gap Type: 1, Length: 3, Start Position: X9538
Gap Type: 1, Length: 10, Start Position: X9542
Gap Type: 1, Length: 1, Start Position: X9553
Gap Type: 1, Length: 1, Start Position: X9557
Gap Type: 1, Length: 1, Start Position: X9559
Gap Type: 1, Length: 4, Start Position: X9561
Gap Type: 1, Length: 1, Start Position: X9566
Gap Type: 1, Length: 3, Start Position: X9568
Gap Type: 1, Length: 5, Start Position: X9572
Gap Type: 1, Length: 3, Start Position: X9578
Gap Type: 1, Length: 1, Start Position: X9584
Gap Type: 1, Length: 1, Start Position: X9587
Gap Type: 1, Length: 1, Start Position: X9589
Gap Type: 1, Length: 1, Start Position: X9595
Gap Type: 1, Length: 2, Start Position: X9599
Gap Type: 1, Length: 2, Start Position: X9603
Gap Type: 1, Length: 1, Start Position: X9607
Gap Type: 1, Length: 1, Start Position: X9611
Gap Type: 1, Length: 1, Start Position: X9614
Gap Type: 1, Length: 1, Start Position: X9620
Gap Type: 1, Length: 1, Start Position: X9625
Gap Type: 1, Length: 1, Start Position: X9627
Gap Type: 1, Length: 1, Start Position: X9634
Gap Type: 1, Length: 2, Start Position: X9638
Gap Type: 1, Length: 4, Start Position: X9642
Gap Type: 1, Length: 1, Start Position: X9647
Gap Type: 1, Length: 1, Start Position: X9650
Gap Type: 1, Length: 1, Start Position: X9652
Gap Type: 1, Length: 1, Start Position: X9654
Gap Type: 1, Length: 3, Start Position: X9657
Gap Type: 1, Length: 1, Start Position: X9661
Gap Type: 1, Length: 1, Start Position: X9665
Gap Type: 1, Length: 1, Start Position: X9669
Gap Type: 1, Length: 1, Start Position: X9671
Gap Type: 1, Length: 1, Start Position: X9674
Gap Type: 1, Length: 1, Start Position: X9681
Gap Type: 1, Length: 1, Start Position: X9683
Gap Type: 1, Length: 3, Start Position: X9686
Gap Type: 1, Length: 2, Start Position: X9690
Gap Type: 1, Length: 2, Start Position: X9693
Gap Type: 1, Length: 3, Start Position: X9697
Gap Type: 1, Length: 1, Start Position: X9701
Gap Type: 1, Length: 7, Start Position: X9707
Gap Type: 1, Length: 1, Start Position: X9716
Gap Type: 1, Length: 3, Start Position: X9718
Gap Type: 1, Length: 2, Start Position: X9722
Gap Type: 1, Length: 2, Start Position: X9726
Gap Type: 1, Length: 2, Start Position: X9734
Gap Type: 1, Length: 1, Start Position: X9737
Gap Type: 1, Length: 1, Start Position: X9739
Gap Type: 1, Length: 1, Start Position: X9741
Gap Type: 1, Length: 2, Start Position: X9743
Gap Type: 1, Length: 1, Start Position: X9747
Gap Type: 1, Length: 1, Start Position: X9749
Gap Type: 1, Length: 1, Start Position: X9756
Gap Type: 1, Length: 1, Start Position: X9760
Gap Type: 1, Length: 1, Start Position: X9763
Gap Type: 1, Length: 3, Start Position: X9766
Gap Type: 1, Length: 5, Start Position: X9771
Gap Type: 1, Length: 2, Start Position: X9777
Gap Type: 1, Length: 1, Start Position: X9781
Gap Type: 1, Length: 2, Start Position: X9783
Gap Type: 1, Length: 3, Start Position: X9789
Gap Type: 1, Length: 2, Start Position: X9793
Gap Type: 1, Length: 1, Start Position: X9797
Gap Type: 1, Length: 2, Start Position: X9803
Gap Type: 1, Length: 2, Start Position: X9808
Gap Type: 1, Length: 5, Start Position: X9811
Gap Type: 1, Length: 1, Start Position: X9818
Gap Type: 1, Length: 2, Start Position: X9820
Gap Type: 1, Length: 1, Start Position: X9825
Gap Type: 1, Length: 1, Start Position: X9827
Gap Type: 1, Length: 1, Start Position: X9829
Gap Type: 1, Length: 5, Start Position: X9831
Gap Type: 1, Length: 2, Start Position: X9838
Gap Type: 1, Length: 1, Start Position: X9843
Gap Type: 1, Length: 1, Start Position: X9845
Gap Type: 1, Length: 3, Start Position: X9847
Gap Type: 1, Length: 1, Start Position: X9851
Gap Type: 1, Length: 1, Start Position: X9855
Gap Type: 1, Length: 1, Start Position: X9857
Gap Type: 1, Length: 1, Start Position: X9859
Gap Type: 1, Length: 2, Start Position: X9861
